gene_id,gene_name
ENSG00000157330.9,C1orf158
ENSG00000142621.19,FHAD1
ENSG00000162543.5,UBXN10
ENSG00000158816.15,VWA5B1
ENSG00000188672.17,RHCE
ENSG00000162520.14,SYNC
ENSG00000092850.11,TEKT2
ENSG00000163879.10,DNALI1
ENSG00000214114.8,MYCBP
ENSG00000186973.10,FAM183A
ENSG00000162598.13,C1orf87
ENSG00000152760.9,TCTEX1D1
ENSG00000203963.11,C1orf141
ENSG00000275678.1,RP4-547N15.3
ENSG00000234383.1,CTBP2P8
ENSG00000171517.5,LPAR3
ENSG00000162643.12,WDR63
ENSG00000266110.1,MIR4423
ENSG00000226026.5,RP11-57H12.3
ENSG00000162692.10,VCAM1
ENSG00000143107.8,FNDC7
ENSG00000179902.12,C1orf194
ENSG00000173947.13,PIFO
ENSG00000233730.1,RP4-666F24.3
ENSG00000173218.14,VANGL1
ENSG00000155761.13,SPAG17
ENSG00000275291.1,U1
ENSG00000276216.1,CH17-373J23.1
ENSG00000226015.2,CCT8P1
ENSG00000206585.1,RNVU1-7
ENSG00000272824.1,RP6-74O6.6
ENSG00000274423.1,RP11-544O24.2
ENSG00000163263.6,C1orf189
ENSG00000160838.13,LRRC71
ENSG00000237842.2,RP11-110J1.2
ENSG00000213085.9,CFAP45
ENSG00000188931.3,CFAP126
ENSG00000162733.16,DDR2
ENSG00000198734.10,F5
ENSG00000162779.21,AXDND1
ENSG00000090104.11,RGS1
ENSG00000117595.10,IRF6
ENSG00000162814.10,SPATA17
ENSG00000234478.1,RP11-275I14.4
ENSG00000231768.1,LINC01354
ENSG00000236106.1,AC010729.2
ENSG00000205795.4,CYS1
ENSG00000157856.10,DRC1
ENSG00000173557.14,C2orf70
ENSG00000189350.12,FAM179A
ENSG00000177994.15,C2orf73
ENSG00000233251.7,AC007743.1
ENSG00000163060.7,TEKT4
ENSG00000168658.18,VWA3B
ENSG00000222000.7,AC092675.3
ENSG00000144191.11,CNGA3
ENSG00000119147.9,C2orf40
ENSG00000227470.1,AC073415.2
ENSG00000278962.1,RP11-399B17.1
ENSG00000019169.10,MARCO
ENSG00000163075.12,CFAP221
ENSG00000152076.18,CCDC74B
ENSG00000183840.6,GPR39
ENSG00000152128.13,TMEM163
ENSG00000176601.12,MAP3K19
ENSG00000252015.1,RNU6-904P
ENSG00000162989.4,KCNJ3
ENSG00000153234.13,NR4A2
ENSG00000115339.13,GALNT3
ENSG00000235192.1,AC009495.2
ENSG00000154479.12,CCDC173
ENSG00000144354.13,CDCA7
ENSG00000196659.9,TTC30B
ENSG00000188452.13,CERKL
ENSG00000118997.13,DNAH7
ENSG00000231557.1,AC018717.1
ENSG00000163535.17,SGO2
ENSG00000272519.1,RP11-105N14.2
ENSG00000158428.3,CATIP
ENSG00000181378.13,CFAP65
ENSG00000163521.15,GLB1L
ENSG00000243910.7,TUBA4B
ENSG00000115474.6,KCNJ13
ENSG00000228162.1,AC097713.3
ENSG00000226321.5,CROCC2
ENSG00000091181.19,IL5RA
ENSG00000163576.17,EFHB
ENSG00000008226.19,DLEC1
ENSG00000012223.12,LTF
ENSG00000163827.12,LRRC2
ENSG00000004838.13,ZMYND10
ENSG00000174844.14,DNAH12
ENSG00000239831.1,RNF7P1
ENSG00000144810.15,COL8A1
ENSG00000206530.9,CFAP44
ENSG00000072858.10,SIDT1
ENSG00000198406.7,BZW1P2
ENSG00000183833.16,MAATS1
ENSG00000163885.11,CFAP100
ENSG00000114670.13,NEK11
ENSG00000144868.13,TMEM108
ENSG00000158163.14,DZIP1L
ENSG00000174963.17,ZIC4
ENSG00000240875.5,LINC00886
ENSG00000243629.1,LINC00880
ENSG00000169064.12,ZBBX
ENSG00000114204.14,SERPINI2
ENSG00000223941.5,LINC01014
ENSG00000176597.11,B3GNT5
ENSG00000175077.5,RTP1
ENSG00000127241.16,MASP1
ENSG00000283175.1,RP11-208N14.5
ENSG00000090530.9,P3H2
ENSG00000205835.8,GMNC
ENSG00000114473.13,IQCG
ENSG00000248399.1,RP11-503N18.4
ENSG00000242034.1,RP11-1396O13.1
ENSG00000007062.11,PROM1
ENSG00000250597.5,RP11-725M22.1
ENSG00000197057.8,DTHD1
ENSG00000179299.16,NSUN7
ENSG00000163071.10,SPATA18
ENSG00000245067.6,IGFBP7-AS1
ENSG00000174808.11,BTC
ENSG00000138771.14,SHROOM3
ENSG00000251442.5,LINC01094
ENSG00000249307.5,LINC01088
ENSG00000197826.11,C4orf22
ENSG00000235043.3,TECRP1
ENSG00000246375.2,RP11-10L7.1
ENSG00000138722.9,MMRN1
ENSG00000138823.13,MTTP
ENSG00000164023.14,SGMS2
ENSG00000005059.15,CCDC109B
ENSG00000273447.1,AC004067.5
ENSG00000172403.10,SYNPO2
ENSG00000173376.13,NDNF
ENSG00000250969.1,RP11-364L4.3
ENSG00000137473.17,TTC29
ENSG00000270265.1,RP11-731D1.4
ENSG00000251611.1,RP11-610P16.1
ENSG00000169989.2,TIGD4
ENSG00000150628.6,SPATA4
ENSG00000283383.1,RP11-499F19.3
ENSG00000109771.15,LRP2BP
ENSG00000164342.12,TLR3
ENSG00000215217.6,C5orf49
ENSG00000145491.11,ROPN1L
ENSG00000246016.2,LINC01513
ENSG00000039139.9,DNAH5
ENSG00000205838.12,TTC23L
ENSG00000241829.1,RPL21P54
ENSG00000152582.13,SPEF2
ENSG00000152611.11,CAPSL
ENSG00000272234.1,CTD-2325A15.5
ENSG00000251131.1,CTD-2035E11.3
ENSG00000164294.13,GPX8
ENSG00000248371.5,CTC-347C20.2
ENSG00000251613.3,CTC-347C20.1
ENSG00000145703.15,IQGAP2
ENSG00000181104.6,F2R
ENSG00000164251.4,F2RL1
ENSG00000153347.9,FAM81B
ENSG00000113083.12,LOX
ENSG00000247311.2,CTC-441N14.2
ENSG00000164185.5,ZNF474
ENSG00000249621.1,CTD-2544H17.1
ENSG00000113396.12,SLC27A6
ENSG00000081059.19,TCF7
ENSG00000249363.1,CTB-78O21.1
ENSG00000111837.11,MAK
ENSG00000137198.9,GMPR
ENSG00000146038.11,DCDC2
ENSG00000224164.1,RP3-369A17.4
ENSG00000219891.2,ZSCAN12P1
ENSG00000197935.6,ZNF311
ENSG00000232505.2,XXbac-BPG308J9.3
ENSG00000172426.15,RSPH9
ENSG00000146221.9,TCTE1
ENSG00000230062.5,ANKRD66
ENSG00000216775.2,RP1-152L7.5
ENSG00000124749.16,COL21A1
ENSG00000219669.1,BECN1P2
ENSG00000218350.1,LYPLA1P3
ENSG00000207180.1,RNU6-411P
ENSG00000276127.1,RP11-154D6.2
ENSG00000272398.5,CD24
ENSG00000271730.1,RP11-787I22.3
ENSG00000111834.12,RSPH4A
ENSG00000186439.12,TRDN
ENSG00000146376.10,ARHGAP18
ENSG00000112319.17,EYA4
ENSG00000266555.1,MIR3145
ENSG00000203734.11,ECT2L
ENSG00000164440.14,TXLNB
ENSG00000118492.16,ADGB
ENSG00000228408.6,RP1-111D6.3
ENSG00000120262.9,CCDC170
ENSG00000164674.15,SYTL3
ENSG00000164694.16,FNDC1
ENSG00000112539.14,C6orf118
ENSG00000226690.7,AC005281.1
ENSG00000105877.17,DNAH11
ENSG00000236494.1,RP11-89N17.4
ENSG00000106483.11,SFRP4
ENSG00000164746.13,C7orf57
ENSG00000232415.1,CTB-51J22.1
ENSG00000259628.1,RP11-467H10.2
ENSG00000135205.14,CCDC146
ENSG00000135218.17,CD36
ENSG00000153993.13,SEMA3D
ENSG00000185055.10,EFCAB10
ENSG00000225647.1,AC005487.2
ENSG00000164675.10,IQUB
ENSG00000157703.15,SVOPL
ENSG00000105948.13,TTC26
ENSG00000228775.7,WEE2-AS1
ENSG00000184608.8,FAM167A-AS1
ENSG00000034239.10,EFCAB1
ENSG00000272024.1,RP11-546K22.3
ENSG00000178125.14,PPP1R42
ENSG00000253223.1,RP11-409C19.2
ENSG00000248801.6,C8orf34-AS1
ENSG00000165084.15,C8orf34
ENSG00000137573.13,SULF1
ENSG00000164764.10,SBSPON
ENSG00000121005.8,CRISPLD1
ENSG00000164749.11,HNF4G
ENSG00000164879.6,CA3
ENSG00000254224.1,KB-1043D8.6
ENSG00000132554.19,RGS22
ENSG00000104450.12,SPAG1
ENSG00000154188.9,ANGPT1
ENSG00000147655.10,RSPO2
ENSG00000164761.8,TNFRSF11B
ENSG00000170961.6,HAS2
ENSG00000272043.1,RP11-44N11.3
ENSG00000253839.1,RP11-431D12.1
ENSG00000181085.14,MAPK15
ENSG00000164946.19,FREM1
ENSG00000122735.15,DNAI1
ENSG00000172724.11,CCL19
ENSG00000215187.9,FAM166B
ENSG00000137098.13,SPAG8
ENSG00000274355.1,FAM74A3
ENSG00000154330.12,PGM5
ENSG00000204711.8,C9orf135
ENSG00000135046.13,ANXA1
ENSG00000169071.14,ROR2
ENSG00000106823.12,ECM2
ENSG00000198785.4,GRIN3A
ENSG00000070159.13,PTPN3
ENSG00000030304.13,MUSK
ENSG00000185681.12,MORN5
ENSG00000136918.7,WDR38
ENSG00000160401.14,CFAP157
ENSG00000188523.8,CFAP77
ENSG00000165983.14,PTER
ENSG00000148482.11,SLC39A12
ENSG00000077327.15,SPAG6
ENSG00000165309.13,ARMC3
ENSG00000151023.16,ENKUR
ENSG00000280809.2,LINC00836
ENSG00000150051.13,MKX
ENSG00000169126.15,ARMC4
ENSG00000150175.13,FRMPD2B
ENSG00000170324.20,FRMPD2
ENSG00000207813.1,MIR605
ENSG00000165449.11,SLC16A9
ENSG00000228065.10,LINC01515
ENSG00000214688.4,C10orf105
ENSG00000156042.17,CFAP70
ENSG00000133665.12,DYDC2
ENSG00000152779.13,SLC16A12
ENSG00000241935.8,HOGA1
ENSG00000138131.3,LOXL4
ENSG00000197748.12,CFAP43
ENSG00000120051.14,CFAP58
ENSG00000188316.13,ENO4
ENSG00000121898.12,CPXM2
ENSG00000171811.12,CFAP46
ENSG00000132259.12,CNGA4
ENSG00000170959.14,DCDC1
ENSG00000135373.12,EHF
ENSG00000026508.16,CD44
ENSG00000165923.15,AGBL2
ENSG00000168004.9,HRASLS5
ENSG00000110195.11,FOLR1
ENSG00000187726.8,DNAJB13
ENSG00000245832.6,MIR4300HG
ENSG00000179071.4,CCDC89
ENSG00000149201.9,CCDC81
ENSG00000082175.14,PGR
ENSG00000137691.12,C11orf70
ENSG00000110660.14,SLC35F2
ENSG00000207562.3,MIR34C
ENSG00000183644.13,C11orf88
ENSG00000150773.10,PIH1D2
ENSG00000248712.7,CCDC153
ENSG00000064199.6,SPA17
ENSG00000130035.6,GALNT8
ENSG00000126838.9,PZP
ENSG00000276842.1,RP11-713N11.6
ENSG00000118307.18,CASC1
ENSG00000152936.10,LMNTD1
ENSG00000258116.1,RP11-493L12.6
ENSG00000139537.10,CCDC65
ENSG00000257443.1,RP11-150C16.1
ENSG00000277247.1,RP11-785D18.3
ENSG00000133640.18,LRRIQ1
ENSG00000269916.1,RP11-193M21.1
ENSG00000198774.4,RASSF9
ENSG00000133636.10,NTS
ENSG00000281333.1,RP11-900F13.3
ENSG00000139329.4,LUM
ENSG00000258343.1,RP11-536G4.2
ENSG00000188596.10,CFAP54
ENSG00000110887.7,DAO
ENSG00000186710.11,CFAP73
ENSG00000166578.9,IQCD
ENSG00000256884.1,RP11-64B16.3
ENSG00000183273.6,CCDC60
ENSG00000158023.9,WDR66
ENSG00000197653.15,DNAH10
ENSG00000201821.1,RNU4-9P
ENSG00000127863.15,TNFRSF19
ENSG00000175664.9,TEX26
ENSG00000133115.11,STOML3
ENSG00000179813.6,FAM216B
ENSG00000231856.2,RP11-327P2.5
ENSG00000197168.11,NEK5
ENSG00000238230.1,LINC00391
ENSG00000139800.8,ZIC5
ENSG00000043355.11,ZIC2
ENSG00000198542.13,ITGBL1
ENSG00000283361.1,RP11-569D9.5
ENSG00000129474.15,AJUBA
ENSG00000258457.5,RP11-298I3.4
ENSG00000257056.2,RP11-966I7.2
ENSG00000139865.16,TTC6
ENSG00000125378.15,BMP4
ENSG00000151838.11,CCDC175
ENSG00000131951.10,LRRC9
ENSG00000258675.1,RP11-299L17.3
ENSG00000258752.1,RP11-356K23.1
ENSG00000258699.1,RP11-356K23.2
ENSG00000258584.1,FAM181A-AS1
ENSG00000140057.8,AK7
ENSG00000254912.2,RP11-632K20.2
ENSG00000259479.6,SORD2P
ENSG00000259255.1,RP11-627D16.1
ENSG00000151575.14,TEX9
ENSG00000138587.5,MNS1
ENSG00000277245.1,RP11-48G14.3
ENSG00000199512.1,RNU6-212P
ENSG00000103599.19,IQCH
ENSG00000259426.5,RP11-253M7.1
ENSG00000140481.14,CCDC33
ENSG00000188659.9,SAXO2
ENSG00000140527.14,WDR93
ENSG00000259561.1,RP11-300G22.2
ENSG00000258483.2,AC144835.1
ENSG00000257108.1,NHLRC4
ENSG00000184471.7,C1QTNF8
ENSG00000166246.13,C16orf71
ENSG00000118898.15,PPL
ENSG00000158486.13,DNAH3
ENSG00000175267.14,VWA3A
ENSG00000183921.7,SDR42E2
ENSG00000140795.12,MYLK3
ENSG00000277639.2,RP11-467J12.4
ENSG00000205358.3,MT1H
ENSG00000135736.5,CCDC102A
ENSG00000159625.14,DRC7
ENSG00000262890.1,RP11-424M24.5
ENSG00000157423.17,HYDIN
ENSG00000168589.14,DYNLRB2
ENSG00000154099.17,DNAAF1
ENSG00000153789.12,FAM92B
ENSG00000260443.1,CTD-3057O21.1
ENSG00000260259.1,RP11-368I7.4
ENSG00000283301.1,MIR4520-2
ENSG00000167858.12,TEKT1
ENSG00000183914.14,DNAH2
ENSG00000166596.14,CFAP52
ENSG00000154914.16,USP43
ENSG00000233670.6,PIRT
ENSG00000007174.17,DNAH9
ENSG00000266368.1,RP11-1096G20.5
ENSG00000171962.17,DRC3
ENSG00000180638.17,SLC47A2
ENSG00000274054.1,MIR4727
ENSG00000204815.9,TTC25
ENSG00000141294.9,LRRC46
ENSG00000173838.11,MARCH10
ENSG00000153822.13,KCNJ16
ENSG00000256124.5,LINC01152
ENSG00000171595.13,DNAI2
ENSG00000129654.7,FOXJ1
ENSG00000070731.10,ST6GALNAC2
ENSG00000154080.13,CHST9
ENSG00000046604.12,DSG2
ENSG00000118271.9,TTR
ENSG00000186496.10,ZNF396
ENSG00000267586.6,LINC00907
ENSG00000172361.5,CFAP53
ENSG00000277310.1,RP11-699C17.1
ENSG00000141665.11,FBXO15
ENSG00000105519.14,CAPS
ENSG00000186529.14,CYP4F3
ENSG00000186204.14,CYP4F12
ENSG00000160111.12,CPAMD8
ENSG00000006016.10,CRLF1
ENSG00000276846.1,CTD-3220F14.3
ENSG00000265134.1,MIR3190
ENSG00000105479.15,CCDC114
ENSG00000167646.13,DNAAF3
ENSG00000276578.1,LLNLR-285B5.1
ENSG00000226644.5,RP11-128M1.1
ENSG00000273828.1,RP11-394O2.3
ENSG00000182463.15,TSHZ2
ENSG00000124097.7,HMGB1P1
ENSG00000274276.4,CBSL
ENSG00000270071.1,AP001172.2
ENSG00000170262.12,MRAP
ENSG00000279690.1,AP000280.66
ENSG00000205929.10,C21orf62
ENSG00000159212.12,CLIC6
ENSG00000157578.13,LCA5L
ENSG00000184385.2,UMODL1-AS1
ENSG00000241945.7,PWP2
ENSG00000187905.10,LRRC74B
ENSG00000234928.1,AP000344.3
ENSG00000169314.14,C22orf15
ENSG00000128346.10,C22orf23
ENSG00000128408.8,RIBC2
ENSG00000075275.16,CELSR1
ENSG00000177989.13,ODF3B
ENSG00000056998.18,GYG2
ENSG00000047648.21,ARHGAP6
ENSG00000263652.1,MIR548AX
ENSG00000165164.13,CFAP47
ENSG00000229384.2,HMGB1P16
ENSG00000183690.12,EFHC2
ENSG00000214018.3,RRM2P3
ENSG00000158423.16,RIBC1
ENSG00000090889.11,KIF4A
ENSG00000165349.11,SLC7A3
ENSG00000147145.12,LPAR4
ENSG00000000003.14,TSPAN6
ENSG00000198088.10,NUP62CL
ENSG00000080572.12,PIH1D3
ENSG00000197565.15,COL4A6
ENSG00000186471.12,AKAP14
ENSG00000125355.15,TMEM255A
ENSG00000076716.8,GPC4
ENSG00000203952.9,CCDC160
ENSG00000129680.15,MAP7D3
ENSG00000002586.18_PAR_Y,CD99
ENSG00000185275.6,CD24P4
